Report ID;Report Type;Arrest Date;Time;Area Name;Age;Sex Code;Descent Code;Charge Group Code;Charge Group Description;Arrest Type Code;LAT;LON;Booking Date;Booking Time;Booking Loc
6528234;BOOKING;01/01/2023 12:00:00 AM;1430;77th Street;18;M;H;04;Aggravated Assault;F;33.9834;-118.3134;01/01/2023 12:00:00 AM;1644;77TH ST
6528349;BOOKING;01/01/2023 12:00:00 AM;2115;Central;20;M;H;16;Narcotic Drug Laws;F;34.0483;-118.2631;01/02/2023 12:00:00 AM;0034;METRO - JAIL DIVISION
6528217;BOOKING;01/01/2023 12:00:00 AM;0445;Newton;49;M;B;08;Other Assaults;F;33.9966;-118.2652;01/01/2023 12:00:00 AM;1603;77TH ST
6528232;BOOKING;01/01/2023 12:00:00 AM;1205;Central;72;M;O;04;Aggravated Assault;F;34.0647;-118.2302;01/01/2023 12:00:00 AM;1641;METRO - JAIL DIVISION
6528264;BOOKING;01/01/2023 12:00:00 AM;1715;Olympic;22;M;H;24;Miscellaneous Other Violations;F;34.0427;-118.2916;01/01/2023 12:00:00 AM;1857;METRO - JAIL DIVISION
6528228;BOOKING;01/01/2023 12:00:00 AM;1320;Newton;26;M;H;14;Sex (except rape/prst);F;33.9915;-118.2652;01/01/2023 12:00:00 AM;1625;77TH ST
6528079;BOOKING;01/01/2023 12:00:00 AM;0245;Hollywood;37;M;W;04;Aggravated Assault;F;34.0907;-118.3332;01/01/2023 12:00:00 AM;0345;HOLLYWOOD
6528126;BOOKING;01/01/2023 12:00:00 AM;0230;Newton;28;F;H;04;Aggravated Assault;F;34.0228;-118.2568;01/01/2023 12:00:00 AM;0844;METRO - JAIL DIVISION
6528219;BOOKING;01/01/2023 12:00:00 AM;1200;Hollenbeck;31;F;H;04;Aggravated Assault;F;34.0447;-118.2075;01/01/2023 12:00:00 AM;1610;METRO - JAIL DIVISION
6528078;BOOKING;01/01/2023 12:00:00 AM;0122;Southeast;29;M;H;12;Weapon (carry/poss);F;33.9237;-118.2739;01/01/2023 12:00:00 AM;0341;77TH ST
6528343;BOOKING;01/01/2023 12:00:00 AM;2150;West LA;35;F;H;04;Aggravated Assault;F;34.0313;-118.3934;01/02/2023 12:00:00 AM;0023;VALLEY - JAIL DIV
6528054;BOOKING;01/01/2023 12:00:00 AM;0005;Southeast;19;M;B;12;Weapon (carry/poss);F;33.931;-118.2532;01/01/2023 12:00:00 AM;0215;77TH ST
6528323;BOOKING;01/01/2023 12:00:00 AM;2200;Pacific;36;M;W;04;Aggravated Assault;F;33.9453;-118.3747;01/01/2023 12:00:00 AM;2304;PACIFIC
6528164;BOOKING;01/01/2023 12:00:00 AM;0800;Mission;26;M;H;22;Driving Under Influence;M;34.3105;-118.4342;01/01/2023 12:00:00 AM;1120;VALLEY - JAIL DIV
6528125;BOOKING;01/01/2023 12:00:00 AM;0140;Hollywood;26;M;H;07;Vehicle Theft;F;34.1005;-118.318;01/01/2023 12:00:00 AM;0838;METRO - JAIL DIVISION
6528136;BOOKING;01/01/2023 12:00:00 AM;0530;Foothill;31;F;W;04;Aggravated Assault;F;34.2093;-118.3725;01/01/2023 12:00:00 AM;0941;VALLEY - JAIL DIV
6528172;BOOKING;01/01/2023 12:00:00 AM;1020;Southeast;27;M;H;03;Robbery;F;33.9601;-118.2651;01/01/2023 12:00:00 AM;1149;77TH ST
6528358;BOOKING;01/01/2023 12:00:00 AM;2245;Van Nuys;18;F;H;07;Vehicle Theft;F;34.1531;-118.4617;01/02/2023 12:00:00 AM;0114;VALLEY - JAIL DIV
6528328;BOOKING;01/01/2023 12:00:00 AM;2000;Mission;31;M;H;16;Narcotic Drug Laws;F;34.2214;-118.4677;01/01/2023 12:00:00 AM;2326;VALLEY - JAIL DIV
6528107;BOOKING;01/01/2023 12:00:00 AM;0100;N Hollywood;36;M;O;04;Aggravated Assault;F;34.1533;-118.4058;01/01/2023 12:00:00 AM;0722;METRO - JAIL DIVISION
6528075;BOOKING;01/01/2023 12:00:00 AM;0045;Southwest;36;F;B;16;Narcotic Drug Laws;F;34.0099;-118.3089;01/01/2023 12:00:00 AM;0336;METRO - JAIL DIVISION
6528294;BOOKING;01/01/2023 12:00:00 AM;1930;Southwest;31;M;B;12;Weapon (carry/poss);F;34.0075;-118.2819;01/01/2023 12:00:00 AM;2120;77TH ST
6528077;BOOKING;01/01/2023 12:00:00 AM;0045;Southwest;33;M;B;12;Weapon (carry/poss);F;34.0099;-118.3089;01/01/2023 12:00:00 AM;0338;METRO - JAIL DIVISION
6528265;BOOKING;01/01/2023 12:00:00 AM;1555;77th Street;38;M;H;22;Driving Under Influence;F;33.9746;-118.3003;01/01/2023 12:00:00 AM;1907;77TH ST
6528322;BOOKING;01/01/2023 12:00:00 AM;2023;77th Street;32;M;B;12;Weapon (carry/poss);F;33.9892;-118.3089;01/01/2023 12:00:00 AM;2302;77TH ST
6528093;BOOKING;01/01/2023 12:00:00 AM;0250;Devonshire;44;F;H;04;Aggravated Assault;F;34.2355;-118.5389;01/01/2023 12:00:00 AM;0446;VALLEY - JAIL DIV
6528119;BOOKING;01/01/2023 12:00:00 AM;0610;Hollywood;31;M;H;04;Aggravated Assault;F;34.1039;-118.331;01/01/2023 12:00:00 AM;0817;HOLLYWOOD
6528353;BOOKING;01/01/2023 12:00:00 AM;2030;N Hollywood;23;M;H;04;Aggravated Assault;F;34.1393;-118.362;01/02/2023 12:00:00 AM;0051;METRO - JAIL DIVISION
6528303;BOOKING;01/01/2023 12:00:00 AM;1930;77th Street;39;M;B;12;Weapon (carry/poss);F;33.9619;-118.2717;01/01/2023 12:00:00 AM;2156;77TH ST
6528091;BOOKING;01/01/2023 12:00:00 AM;0355;Hollywood;21;F;W;04;Aggravated Assault;F;34.098;-118.3295;01/01/2023 12:00:00 AM;0443;HOLLYWOOD
6528198;BOOKING;01/01/2023 12:00:00 AM;1140;Van Nuys;23;F;H;04;Aggravated Assault;F;34.2048;-118.4312;01/01/2023 12:00:00 AM;1358;VALLEY - JAIL DIV
6528094;BOOKING;01/01/2023 12:00:00 AM;0130;Southeast;38;M;H;12;Weapon (carry/poss);F;33.947;-118.2594;01/01/2023 12:00:00 AM;0451;77TH ST
6528330;BOOKING;01/01/2023 12:00:00 AM;2100;Southeast;41;M;H;04;Aggravated Assault;F;33.9292;-118.2717;01/01/2023 12:00:00 AM;2333;77TH ST
6528135;BOOKING;01/01/2023 12:00:00 AM;0405;Newton;30;M;H;05;Burglary;F;33.9925;-118.2608;01/01/2023 12:00:00 AM;0939;METRO - JAIL DIVISION
6528059;BOOKING;01/01/2023 12:00:00 AM;0005;Olympic;19;F;H;08;Other Assaults;M;34.0707;-118.2929;01/01/2023 12:00:00 AM;0232;METRO - JAIL DIVISION
6528267;BOOKING;01/01/2023 12:00:00 AM;1600;Olympic;27;M;H;03;Robbery;F;34.0652;-118.2878;01/01/2023 12:00:00 AM;1921;77TH ST
6528371;BOOKING;01/01/2023 12:00:00 AM;2240;Van Nuys;23;M;H;23;Moving Traffic Violations;F;34.1576;-118.4607;01/02/2023 12:00:00 AM;0200;VALLEY - JAIL DIV
6528292;BOOKING;01/01/2023 12:00:00 AM;1840;77th Street;17;M;H;12;Weapon (carry/poss);F;33.9933;-118.3089;01/01/2023 12:00:00 AM;2117;77TH ST
6528218;BOOKING;01/01/2023 12:00:00 AM;1315;Rampart;25;M;W;06;Larceny;M;34.0539;-118.2712;01/01/2023 12:00:00 AM;1604;METRO - JAIL DIVISION
6528183;BOOKING;01/01/2023 12:00:00 AM;1115;Pacific;60;M;W;24;Miscellaneous Other Violations;M;33.9564;-118.4388;01/01/2023 12:00:00 AM;1236;PACIFIC
6528359;BOOKING;01/01/2023 12:00:00 AM;2210;Topanga;17;M;H;03;Robbery;F;34.201;-118.5977;01/02/2023 12:00:00 AM;0115;TOPANGA AREA
6528366;BOOKING;01/01/2023 12:00:00 AM;2330;Southwest;31;F;H;09;Forgery/Counterfeit;M;34.0349;-118.3046;01/02/2023 12:00:00 AM;0127;METRO - JAIL DIVISION
6528326;BOOKING;01/01/2023 12:00:00 AM;1920;Southwest;48;M;B;04;Aggravated Assault;F;34.0145;-118.2937;01/01/2023 12:00:00 AM;2322;METRO - JAIL DIVISION
6528258;BOOKING;01/01/2023 12:00:00 AM;1430;Hollenbeck;68;M;H;04;Aggravated Assault;F;34.0664;-118.1871;01/01/2023 12:00:00 AM;1827;METRO - JAIL DIVISION
6528248;BOOKING;01/01/2023 12:00:00 AM;1500;Newton;57;M;H;08;Other Assaults;M;33.9842;-118.2765;01/01/2023 12:00:00 AM;1722;77TH ST
6528206;BOOKING;01/01/2023 12:00:00 AM;1200;Newton;28;M;B;08;Other Assaults;M;34.0007;-118.2696;01/01/2023 12:00:00 AM;1449;METRO - JAIL DIVISION
6528304;BOOKING;01/01/2023 12:00:00 AM;2040;Harbor;48;M;H;08;Other Assaults;F;33.7826;-118.2684;01/01/2023 12:00:00 AM;2159;HARBOR
6528061;BOOKING;01/01/2023 12:00:00 AM;0030;Southeast;45;M;B;08;Other Assaults;F;33.9331;-118.2532;01/01/2023 12:00:00 AM;0241;77TH ST
6528271;BOOKING;01/01/2023 12:00:00 AM;1715;Southwest;43;M;H;07;Vehicle Theft;M;34.0268;-118.2808;01/01/2023 12:00:00 AM;1951;77TH ST
6528369;BOOKING;01/01/2023 12:00:00 AM;2210;Topanga;16;F;B;03;Robbery;F;34.201;-118.5977;01/02/2023 12:00:00 AM;0152;TOPANGA AREA
6528127;BOOKING;01/01/2023 12:00:00 AM;0155;Central;37;M;B;08;Other Assaults;M;34.0502;-118.2539;01/01/2023 12:00:00 AM;0848;METRO - JAIL DIVISION
6528315;BOOKING;01/01/2023 12:00:00 AM;2130;Pacific;15;M;W;08;Other Assaults;F;33.9874;-118.406;01/01/2023 12:00:00 AM;2234;PACIFIC
6528108;BOOKING;01/01/2023 12:00:00 AM;0415;Devonshire;21;M;H;22;Driving Under Influence;M;34.2251;-118.5372;01/01/2023 12:00:00 AM;0734;VALLEY - JAIL DIV
6528331;BOOKING;01/01/2023 12:00:00 AM;2148;Hollenbeck;23;F;H;22;Driving Under Influence;F;34.0472;-118.2198;01/01/2023 12:00:00 AM;2341;METRO - JAIL DIVISION
6528373;BOOKING;01/01/2023 12:00:00 AM;2130;Hollywood;32;M;W;08;Other Assaults;M;34.1016;-118.3387;01/02/2023 12:00:00 AM;0205;HOLLYWOOD
6528336;BOOKING;01/01/2023 12:00:00 AM;2217;Southeast;57;M;B;22;Driving Under Influence;M;33.931;-118.2739;01/01/2023 12:00:00 AM;2352;77TH ST
6528290;BOOKING;01/01/2023 12:00:00 AM;1730;Van Nuys;60;F;W;07;Vehicle Theft;F;34.1493;-118.4307;01/01/2023 12:00:00 AM;2105;VALLEY - JAIL DIV
6528112;BOOKING;01/01/2023 12:00:00 AM;0100;Newton;31;M;H;22;Driving Under Influence;M;33.9824;-118.2718;01/01/2023 12:00:00 AM;0751;77TH ST
6528230;BOOKING;01/01/2023 12:00:00 AM;1415;Van Nuys;39;M;B;06;Larceny;M;34.1939;-118.4487;01/01/2023 12:00:00 AM;1636;VALLEY - JAIL DIV
6528115;BOOKING;01/01/2023 12:00:00 AM;0355;Northeast;30;M;H;04;Aggravated Assault;F;34.0893;-118.2685;01/01/2023 12:00:00 AM;0758;METRO - JAIL DIVISION
6528357;BOOKING;01/01/2023 12:00:00 AM;2350;Hollywood;39;M;W;16;Narcotic Drug Laws;M;34.1005;-118.3071;01/02/2023 12:00:00 AM;0108;HOLLYWOOD
6528332;BOOKING;01/01/2023 12:00:00 AM;2130;Newton;33;M;H;12;Weapon (carry/poss);F;34.0159;-118.2537;01/01/2023 12:00:00 AM;2342;METRO - JAIL DIVISION
6528312;BOOKING;01/01/2023 12:00:00 AM;2038;Foothill;27;M;O;22;Driving Under Influence;M;34.2316;-118.3682;01/01/2023 12:00:00 AM;2225;VALLEY - JAIL DIV
6528174;BOOKING;01/01/2023 12:00:00 AM;0830;Pacific;35;M;H;08;Other Assaults;M;34.0027;-118.4295;01/01/2023 12:00:00 AM;1154;PACIFIC
6528317;BOOKING;01/01/2023 12:00:00 AM;1950;77th Street;69;F;B;22;Driving Under Influence;M;33.979;-118.2839;01/01/2023 12:00:00 AM;2241;77TH ST
6528347;BOOKING;01/01/2023 12:00:00 AM;2225;Newton;23;M;H;12;Weapon (carry/poss);F;34.0144;-118.2705;01/02/2023 12:00:00 AM;0024;77TH ST
6528088;BOOKING;01/01/2023 12:00:00 AM;0230;Hollywood;44;M;H;08;Other Assaults;M;34.0981;-118.3056;01/01/2023 12:00:00 AM;0422;HOLLYWOOD
6528096;BOOKING;01/01/2023 12:00:00 AM;0021;Olympic;26;F;O;22;Driving Under Influence;M;34.0667;-118.2871;01/01/2023 12:00:00 AM;0456;METRO - JAIL DIVISION
6528123;BOOKING;01/01/2023 12:00:00 AM;0543;Devonshire;45;M;W;22;Driving Under Influence;M;34.2358;-118.5157;01/01/2023 12:00:00 AM;0832;VALLEY - JAIL DIV
6528334;BOOKING;01/01/2023 12:00:00 AM;2222;Foothill;30;M;H;22;Driving Under Influence;M;34.2721;-118.4158;01/01/2023 12:00:00 AM;2344;VALLEY - JAIL DIV
6528377;BOOKING;01/01/2023 12:00:00 AM;2325;Wilshire;32;M;H;24;Miscellaneous Other Violations;O;34.0782;-118.3615;01/02/2023 12:00:00 AM;0228;METRO - JAIL DIVISION
6528297;BOOKING;01/01/2023 12:00:00 AM;1930;Central;60;M;B;04;Aggravated Assault;F;34.0525;-118.2432;01/01/2023 12:00:00 AM;2140;METRO - JAIL DIVISION
6528063;BOOKING;01/01/2023 12:00:00 AM;0100;Central;35;F;B;08;Other Assaults;M;34.0561;-118.2375;01/01/2023 12:00:00 AM;0243;METRO - JAIL DIVISION
6528242;BOOKING;01/01/2023 12:00:00 AM;1535;Northeast;40;M;H;12;Weapon (carry/poss);M;34.0986;-118.2962;01/01/2023 12:00:00 AM;1715;METRO - JAIL DIVISION
6528241;BOOKING;01/01/2023 12:00:00 AM;1525;N Hollywood;47;F;H;06;Larceny;M;34.1936;-118.4166;01/01/2023 12:00:00 AM;1713;VALLEY - JAIL DIV
231404080;RFC;01/01/2023 12:00:00 AM;1630;Pacific;35;M;W;16;Narcotic Drug Laws;M;33.9455;-118.4;;;
6528363;BOOKING;01/01/2023 12:00:00 AM;2330;Southeast;27;F;H;08;Other Assaults;M;33.9386;-118.2408;01/02/2023 12:00:00 AM;0131;77TH ST
6528201;BOOKING;01/01/2023 12:00:00 AM;1200;Central;34;F;B;24;Miscellaneous Other Violations;M;34.0415;-118.262;01/01/2023 12:00:00 AM;1409;METRO - JAIL DIVISION
6528179;BOOKING;01/01/2023 12:00:00 AM;1115;Devonshire;36;M;O;08;Other Assaults;M;34.2573;-118.5779;01/01/2023 12:00:00 AM;1226;VALLEY - JAIL DIV
6528116;BOOKING;01/01/2023 12:00:00 AM;0100;Central;34;M;B;08;Other Assaults;M;34.0581;-118.2371;01/01/2023 12:00:00 AM;0801;METRO - JAIL DIVISION
6528260;BOOKING;01/01/2023 12:00:00 AM;1610;Pacific;27;F;W;08;Other Assaults;M;33.997;-118.4761;01/01/2023 12:00:00 AM;1831;PACIFIC
6528132;BOOKING;01/01/2023 12:00:00 AM;0445;Wilshire;34;M;H;22;Driving Under Influence;M;34.0431;-118.3482;01/01/2023 12:00:00 AM;0913;METRO - JAIL DIVISION
6528194;BOOKING;01/01/2023 12:00:00 AM;1030;77th Street;26;M;B;03;Robbery;F;33.9897;-118.3026;01/01/2023 12:00:00 AM;1318;77TH ST
6528210;BOOKING;01/01/2023 12:00:00 AM;1130;Northeast;41;F;W;07;Vehicle Theft;M;34.1321;-118.2796;01/01/2023 12:00:00 AM;1518;METRO - JAIL DIVISION
6528189;BOOKING;01/01/2023 12:00:00 AM;1000;Pacific;35;F;B;06;Larceny;M;33.9455;-118.4001;01/01/2023 12:00:00 AM;1305;PACIFIC
6528072;BOOKING;01/01/2023 12:00:00 AM;0150;Hollenbeck;29;M;H;08;Other Assaults;M;34.0299;-118.2056;01/01/2023 12:00:00 AM;0314;METRO - JAIL DIVISION
6528161;BOOKING;01/01/2023 12:00:00 AM;0845;Central;30;M;H;22;Driving Under Influence;M;34.0345;-118.266;01/01/2023 12:00:00 AM;1115;METRO - JAIL DIVISION
6528345;BOOKING;01/01/2023 12:00:00 AM;2210;Topanga;17;F;B;03;Robbery;F;34.201;-118.5977;01/02/2023 12:00:00 AM;0025;TOPANGA AREA
6528306;BOOKING;01/01/2023 12:00:00 AM;1840;Topanga;34;F;O;08;Other Assaults;M;34.2192;-118.6355;01/01/2023 12:00:00 AM;2203;VALLEY - JAIL DIV
6528204;BOOKING;01/01/2023 12:00:00 AM;1215;West Valley;25;M;H;04;Aggravated Assault;F;34.1774;-118.5387;01/01/2023 12:00:00 AM;1427;VALLEY - JAIL DIV
6528233;BOOKING;01/01/2023 12:00:00 AM;1415;Harbor;38;M;H;06;Larceny;M;33.7938;-118.3077;01/01/2023 12:00:00 AM;1641;HARBOR
6528296;BOOKING;01/01/2023 12:00:00 AM;2000;Foothill;31;M;H;22;Driving Under Influence;M;34.2337;-118.3915;01/01/2023 12:00:00 AM;2058;VALLEY - JAIL DIV
6528354;BOOKING;01/01/2023 12:00:00 AM;1740;Van Nuys;56;M;H;07;Vehicle Theft;F;34.1512;-118.4447;01/02/2023 12:00:00 AM;0051;VALLEY - JAIL DIV
6528214;BOOKING;01/01/2023 12:00:00 AM;1335;Southeast;27;F;B;04;Aggravated Assault;F;33.9374;-118.2762;01/01/2023 12:00:00 AM;1536;77TH ST
6528295;BOOKING;01/01/2023 12:00:00 AM;1920;Northeast;15;M;H;12;Weapon (carry/poss);F;34.1078;-118.2024;01/01/2023 12:00:00 AM;2130;METRO - JAIL DIVISION
6528081;BOOKING;01/01/2023 12:00:00 AM;0040;Harbor;40;M;B;24;Miscellaneous Other Violations;F;33.7694;-118.2955;01/01/2023 12:00:00 AM;0354;77TH ST
6528213;BOOKING;01/01/2023 12:00:00 AM;1215;Rampart;19;M;H;08;Other Assaults;F;34.0473;-118.2784;01/01/2023 12:00:00 AM;1536;METRO - JAIL DIVISION
6528143;BOOKING;01/01/2023 12:00:00 AM;0705;Foothill;46;F;H;04;Aggravated Assault;F;34.2572;-118.4126;01/01/2023 12:00:00 AM;1005;VALLEY - JAIL DIV
6528046;BOOKING;01/01/2023 12:00:00 AM;0015;Newton;39;M;H;11;Receive Stolen Property;F;34.018;-118.2397;01/01/2023 12:00:00 AM;0147;77TH ST
6528192;BOOKING;01/01/2023 12:00:00 AM;1000;Hollenbeck;41;M;H;08;Other Assaults;F;34.0445;-118.2116;01/01/2023 12:00:00 AM;1316;METRO - JAIL DIVISION
6528202;BOOKING;01/01/2023 12:00:00 AM;1030;N Hollywood;29;M;W;07;Vehicle Theft;F;34.1695;-118.3659;01/01/2023 12:00:00 AM;1420;VALLEY - JAIL DIV
6528207;BOOKING;01/01/2023 12:00:00 AM;0855;Rampart;36;M;W;06;Larceny;M;34.0777;-118.2868;01/01/2023 12:00:00 AM;1500;METRO - JAIL DIVISION
6528364;BOOKING;01/01/2023 12:00:00 AM;2230;Pacific;44;F;B;24;Miscellaneous Other Violations;M;33.9795;-118.4673;01/02/2023 12:00:00 AM;0131;77TH ST
6528348;BOOKING;01/01/2023 12:00:00 AM;2210;Hollenbeck;33;M;W;08;Other Assaults;M;34.0418;-118.1964;01/02/2023 12:00:00 AM;0030;METRO - JAIL DIVISION
6528340;BOOKING;01/01/2023 12:00:00 AM;2230;Rampart;19;F;B;01;Homicide;F;34.0539;-118.2712;01/02/2023 12:00:00 AM;0011;METRO - JAIL DIVISION
6528203;BOOKING;01/01/2023 12:00:00 AM;1145;Northeast;44;M;W;24;Miscellaneous Other Violations;F;34.1095;-118.2958;01/01/2023 12:00:00 AM;1420;METRO - JAIL DIVISION
6528374;BOOKING;01/01/2023 12:00:00 AM;2330;Southwest;36;M;H;03;Robbery;F;34.034;-118.3133;01/02/2023 12:00:00 AM;0207;METRO - JAIL DIVISION
6528319;BOOKING;01/01/2023 12:00:00 AM;2050;Southeast;17;M;H;12;Weapon (carry/poss);F;33.8773;-118.2867;01/01/2023 12:00:00 AM;2247;77TH ST
6528142;BOOKING;01/01/2023 12:00:00 AM;0715;Central;30;M;B;04;Aggravated Assault;F;34.0344;-118.2714;01/01/2023 12:00:00 AM;1004;METRO - JAIL DIVISION
6528109;BOOKING;01/01/2023 12:00:00 AM;0335;Mission;21;M;H;22;Driving Under Influence;M;34.254;-118.4387;01/01/2023 12:00:00 AM;0738;VALLEY - JAIL DIV
6528157;BOOKING;01/01/2023 12:00:00 AM;0750;Van Nuys;33;M;O;22;Driving Under Influence;M;34.1867;-118.4313;01/01/2023 12:00:00 AM;1107;VALLEY - JAIL DIV
6528130;BOOKING;01/01/2023 12:00:00 AM;0505;Newton;48;M;H;22;Driving Under Influence;M;34.0101;-118.2761;01/01/2023 12:00:00 AM;0857;77TH ST
6528236;BOOKING;01/01/2023 12:00:00 AM;1430;Van Nuys;41;F;B;04;Aggravated Assault;F;34.1594;-118.4487;01/01/2023 12:00:00 AM;1647;VALLEY - JAIL DIV
6528110;BOOKING;01/01/2023 12:00:00 AM;0300;Southwest;39;M;H;22;Driving Under Influence;M;34.0282;-118.372;01/01/2023 12:00:00 AM;0737;77TH ST
6528268;BOOKING;01/01/2023 12:00:00 AM;1800;Harbor;21;M;H;23;Moving Traffic Violations;M;33.7947;-118.2975;01/01/2023 12:00:00 AM;1934;HARBOR
6528240;BOOKING;01/01/2023 12:00:00 AM;1220;Central;28;M;B;04;Aggravated Assault;F;34.0561;-118.2375;01/01/2023 12:00:00 AM;1708;METRO - JAIL DIVISION
6528163;BOOKING;01/01/2023 12:00:00 AM;0815;Newton;20;M;H;08;Other Assaults;M;33.995;-118.2652;01/01/2023 12:00:00 AM;1118;77TH ST
6528148;BOOKING;01/01/2023 12:00:00 AM;0749;N Hollywood;26;M;B;22;Driving Under Influence;M;34.1533;-118.4058;01/01/2023 12:00:00 AM;1018;VALLEY - JAIL DIV
6528300;BOOKING;01/01/2023 12:00:00 AM;1510;West Valley;17;M;H;03;Robbery;F;34.2156;-118.5448;01/01/2023 12:00:00 AM;2146;VALLEY - JAIL DIV
6528200;BOOKING;01/01/2023 12:00:00 AM;1230;Pacific;43;M;O;16;Narcotic Drug Laws;M;33.9455;-118.4;01/01/2023 12:00:00 AM;1401;PACIFIC
6528118;BOOKING;01/01/2023 12:00:00 AM;0300;Harbor;26;M;H;04;Aggravated Assault;F;33.7361;-118.2902;01/01/2023 12:00:00 AM;0815;77TH ST
6528291;BOOKING;01/01/2023 12:00:00 AM;1900;Southeast;26;F;B;24;Miscellaneous Other Violations;O;33.931;-118.2543;01/01/2023 12:00:00 AM;2106;77TH ST
6528114;BOOKING;01/01/2023 12:00:00 AM;0400;Hollywood;32;M;H;08;Other Assaults;M;34.1018;-118.3035;01/01/2023 12:00:00 AM;0751;HOLLYWOOD
6528344;BOOKING;01/01/2023 12:00:00 AM;2224;Hollenbeck;72;M;W;12;Weapon (carry/poss);F;34.0428;-118.2167;01/02/2023 12:00:00 AM;0025;METRO - JAIL DIVISION
6528338;BOOKING;01/01/2023 12:00:00 AM;2345;Foothill;28;M;O;22;Driving Under Influence;M;34.2316;-118.3682;01/02/2023 12:00:00 AM;0003;VALLEY - JAIL DIV
6528147;BOOKING;01/01/2023 12:00:00 AM;0700;Southwest;39;M;H;15;Against Family/Child;M;34.0121;-118.3002;01/01/2023 12:00:00 AM;1017;77TH ST
6528133;BOOKING;01/01/2023 12:00:00 AM;0715;Hollywood;56;M;W;04;Aggravated Assault;F;34.1135;-118.3796;01/01/2023 12:00:00 AM;0916;HOLLYWOOD
6528188;BOOKING;01/01/2023 12:00:00 AM;1030;77th Street;32;M;B;07;Vehicle Theft;F;33.9921;-118.3108;01/01/2023 12:00:00 AM;1303;77TH ST
6528237;BOOKING;01/01/2023 12:00:00 AM;1130;Wilshire;45;M;H;04;Aggravated Assault;F;34.0369;-118.3389;01/01/2023 12:00:00 AM;1649;METRO - JAIL DIVISION
6528275;BOOKING;01/01/2023 12:00:00 AM;1510;Devonshire;18;M;H;03;Robbery;F;34.2209;-118.5274;01/01/2023 12:00:00 AM;2019;VALLEY - JAIL DIV
6528067;BOOKING;01/01/2023 12:00:00 AM;0005;Southeast;29;M;B;12;Weapon (carry/poss);F;33.9323;-118.2502;01/01/2023 12:00:00 AM;0257;77TH ST
6528509;BOOKING;01/02/2023 12:00:00 AM;1100;77th Street;37;M;B;04;Aggravated Assault;F;33.9601;-118.2827;01/02/2023 12:00:00 AM;1413;77TH ST
6528684;BOOKING;01/02/2023 12:00:00 AM;2040;Newton;26;M;H;24;Miscellaneous Other Violations;F;34.0056;-118.2795;01/03/2023 12:00:00 AM;0120;77TH ST
6528688;BOOKING;01/02/2023 12:00:00 AM;2235;West Valley;39;M;O;08;Other Assaults;F;34.1605;-118.5076;01/03/2023 12:00:00 AM;0154;VALLEY - JAIL DIV
6528395;BOOKING;01/02/2023 12:00:00 AM;0210;Rampart;37;M;O;23;Moving Traffic Violations;F;34.0595;-118.2749;01/02/2023 12:00:00 AM;0354;METRO - JAIL DIVISION
6528642;BOOKING;01/02/2023 12:00:00 AM;1845;77th Street;26;M;W;10;Fraud/Embezzlement;F;33.9905;-118.2915;01/02/2023 12:00:00 AM;2221;77TH ST
6528692;BOOKING;01/02/2023 12:00:00 AM;2355;Van Nuys;64;M;B;24;Miscellaneous Other Violations;F;34.1794;-118.4556;01/03/2023 12:00:00 AM;0214;VALLEY - JAIL DIV
6528573;BOOKING;01/02/2023 12:00:00 AM;0830;Southwest;29;M;H;16;Narcotic Drug Laws;F;34.0277;-118.3248;01/02/2023 12:00:00 AM;1724;77TH ST
230804075;RFC;01/02/2023 12:00:00 AM;1545;West LA;67;M;W;18;Drunkeness;M;34.0471;-118.449;;;
6528565;BOOKING;01/02/2023 12:00:00 AM;1530;77th Street;47;M;B;04;Aggravated Assault;F;33.9739;-118.2737;01/02/2023 12:00:00 AM;1704;77TH ST
6528608;BOOKING;01/02/2023 12:00:00 AM;1815;Central;24;M;O;06;Larceny;F;34.048;-118.2577;01/02/2023 12:00:00 AM;2008;METRO - JAIL DIVISION
6528477;BOOKING;01/02/2023 12:00:00 AM;1045;Southeast;35;M;H;04;Aggravated Assault;F;33.931;-118.2714;01/02/2023 12:00:00 AM;1219;77TH ST
6528368;BOOKING;01/02/2023 12:00:00 AM;0010;77th Street;64;M;H;04;Aggravated Assault;F;33.9884;-118.2915;01/02/2023 12:00:00 AM;0151;77TH ST
6528685;BOOKING;01/02/2023 12:00:00 AM;2040;Harbor;24;M;H;09;Forgery/Counterfeit;F;33.8542;-118.2992;01/03/2023 12:00:00 AM;0143;HARBOR
231705045;RFC;01/02/2023 12:00:00 AM;0800;Devonshire;33;F;W;20;Disorderly Conduct;M;34.2448;-118.6134;;;
6528553;BOOKING;01/02/2023 12:00:00 AM;1410;Southeast;53;M;B;16;Narcotic Drug Laws;F;33.9423;-118.2916;01/02/2023 12:00:00 AM;1624;77TH ST
6528719;BOOKING;01/02/2023 12:00:00 AM;1930;West LA;67;M;B;05;Burglary;F;34.0611;-118.4184;01/03/2023 12:00:00 AM;0450;METRO - JAIL DIVISION
231705044;RFC;01/02/2023 12:00:00 AM;0800;Devonshire;33;M;H;20;Disorderly Conduct;M;34.2448;-118.6134;;;
6528501;BOOKING;01/02/2023 12:00:00 AM;1130;77th Street;31;M;B;12;Weapon (carry/poss);F;33.9717;-118.2827;01/02/2023 12:00:00 AM;1352;77TH ST
